id,tenant_id,request_id,ocr_result_id,input_type,user_document_date,user_payment_amount,user_currency_code,user_client_name,input_summary,expense_account_item_id,registered_at,deleted_at
01JND8AHVZB1EQ4NG65KWZW5D1,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND8AHRTS9JB2ADQWXPK96KJ,01JND8AHW449VRYX2995Q18SJT,upload,2024/3/27,24750,JPY,株式会社ノム�?,01JN3B0KS0PC94QGC1XCYZ90HR,2025/3/3 5:40,,
01JND8FESDMG6DVZ3SKE1NJVAE,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND8FEQ7AMH8HT5WXCB5C9ND,01JND8FESG9QTC2YMVPGN5388X,upload,2024/7/23,27330,JPY,株式会社GOLDEN DAWN,,01JN3B0KS0PC94QGC1XCYZ90HR,2025/3/3 5:43,
01JND8W1SKBQQ3TQGBVD4VYMWZ,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND8W1QAEZ474HZBZH8J3BEA,01JND8W1SRK3G54DQXDFC6NXFF,upload,2024/7/23,28050,JPY,株式会社ノム�?,01JN3B0KS0PC94QGC1XCYZ90HR,2025/3/3 5:50,,
01JND95BP2M1FJPRRE6QPFFQWK,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND95BM1SFPJH5VXWMDARPPS,01JND95BP4GJQBNZ4FEEEAGYVR,upload,2024/12/24,3880,JPY,"Patisserie AKANE
",,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 5:55,
01JND9XAJ8CKBSRW415WGWCFKR,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND9XAGMFA0FYBNPSBSNF03H,01JND9XAJA3AV2JXADGA74JB7Z,upload,2024/12/29,1800,JPY,TOKYU Foodshow FUTAKO TAMAGAWA,,01JN39ZH1TKKNE09GR1D6S1J5K,2025/3/3 6:08,
01JNDAG60BG3H1AJSYAJ08K5R9,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNDAG5Y50JT55PP89GMTYF84,01JNDAG60DYA0V27Z6Z035TF8G,upload,2025/1/23,1188,JPY,エシレ・ラトリエ デュブール麻布台ヒルズ店,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 6:18,
01JNDAM4QF6B225BMFHB7Y34XW,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNDAM4NSSHNRVFG174W7BME8,01JNDAM4QHVGCP62FE0C1R1QB5,upload,2025/1/11,680,JPY,株式会社マルエツ,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 6:20,
01JNDESA57F42NHXMBZ1RXC0KM,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNDESA2A4QTEXF0N2XNKRA42,01JNDESA5BHDAZ67PA2RSMWCG9,upload,2025/2/22,409,JPY,オーケー 三鷹北口�?,01JN39TXFENZ3F5Y7FECDYYA8F,2025/3/3 7:33,,
01JNF9ZSPKGAYJCNG4NTV1727B,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNF9ZSK9RR193RAH8GVJPSDV,01JNF9ZSPWJJMRZ0BEJGNACEXE,upload,2025/1/25,792,JPY,SOUEN,,01JN39TXFENZ3F5Y7FECDYYA8F,2025/3/4 0:48,
01JNFA3P8DA61PJRZ2CGE0VWMK,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFA3P4C21XA4Q6BX3YAD4YS,01JNFA3P8VEX455JQGDVD7MAMA,upload,2024/12/21,1063,JPY,<haritts>,,01JN39TXFENZ3F5Y7FECDYYA8F,2025/3/4 0:50,
01JNFAEQ3104ZDPABBJNTKGZHV,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFAEQ2BNEH3MWHDNSFDRWYE,01JNFAEQ3BXX6PWR4Y2M33B8EQ,upload,2024/12/15,2750,JPY,亀戸ぎょうざ亀戸本�?,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/4 0:56,,
01JNFAH2YBFJR54KPXGA13M8C9,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFAH2V35VTNGAN7A7XR1KNP,01JNFAH2YNXP7T3FYWDYQTR5W9,upload,2024/12/15,8730,JPY,亀戸ホルモン本�?,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/4 0:57,,
01JNFAS4VQV9HYQXK9WHH469Y4,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFAS4QW848GSVN7NK04WAY1,01JNFAS4W1J7G0YATDNMRAXEMF,upload,2024/12/22,7008,JPY,ちよだ鮨 笹塚�?,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/4 1:02,,
01JNFAX4BM26DAXWMC9246AGFH,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFAX4864HFWVK54VXSSVCZ8,01JNFAX4BYKM84ZJMZ9BQ1TTA7,upload,2024/12/26,4543,JPY,Hospitality Restaurant Royal Host若林�?,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/4 1:04,,
01JNFAZ6XYQP2RDRH2XZB97400,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFAZ6TVJQKKFF8NHGY5JF6A,01JNFAZ6Y733PRKMQHFQ73QRSA,upload,2024/12/22,2442,JPY,QUEEN'S ISETAN笹塚�?,01JN39TXFENZ3F5Y7FECDYYA8F,2025/3/4 1:05,,
01JNFB3MV1A8H862SHEKH5AEW2,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFB3MQHFYG6Z52FWYATJW5S,01JNFB3MVAC6G808T5GJQFZ8ST,upload,2024/12/7,4980,JPY,ミッドダイニング,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/4 1:07,
01JNFBENBKMS3HSWY48P8KJRYP,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFBEN82G9B5RA8BDNAMA6YP,01JNFBENBYWHG1X6P3QW9RBGVT,upload,2024/12/9,6500,JPY,株式会社ルー�?,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/4 1:13,,
01JNFBGE0XNZYNNGD2EA4S9A7R,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFBGDXWA40ZPZACH68JFJK0,01JNFBGE162XMMD6Z5KZ16EYMA,upload,2024/11/26,2200,JPY,SAKE SHOP 福光�?玉川�?,01JN39TXFENZ3F5Y7FECDYYA8F,2025/3/4 1:14,,
01JNFBJE5487RJPKYE8T0PB7VA,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFBJE29TDNGV0XA7M739WAC,01JNFBJE5E542QC78J6A3W5AFM,upload,2024/11/10,1447,JPY,ISETAN伊勢丹新宿本�?,01JN3B4RRYWP5BAGY59ZZDDRDZ,2025/3/4 1:15,,
01JNFBM6PP3XBV7PE7XTV2HKV1,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFBM6KP5E46R7AE8HRK4XRN,01JNFBM6PZ9TT2VHMB6WBZT6NW,upload,2024/11/14,5350,JPY,御膳�?銀座店,,01JN39TXFENZ3F5Y7FECDYYA8F,2025/3/4 1:16,
01JNFBVEFVBHJPH8WH2DSQP6J2,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFBVEC85NVMRM4AWNDAMG04,01JNFBVEG7FBAG4K0R4V612QRA,upload,2024/11/10,1144,JPY,株式会社オカダ�?,01JN39ZH1TKKNE09GR1D6S1J5K,2025/3/4 1:20,,
01JNZ2M97QRWKH2Q6ZW768A034,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNZ2M930W2M6WN10WFMZMD5J,01JNZ2M983B501VEF9AX75Y0J1,upload,2024/7/1,550,JPY,バクラクストア築地店,,01JN39ZH1TKKNE09GR1D6S1J5K,2025/3/10 3:47,
01JN5MR97S5BR31W4T0H4T97M0,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JN5MR9349T7X11RPJKTYTHQG,01JN5MR984ARKBJ1X0HMP7PGYD,upload,2023/1/17,2900,JPY,沖縄台所 くわっち一�?,,01JN39TXFENZ3F5Y7FECDYYA8F,2025/2/28 6:43,
01JNCTHVVAR2EC5CERDY49APAK,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNCTHVRVQ80PW97KWG9ES9P8,01JNCTHVVJD0WMSH3P2KPH0XC5,upload,2024/8/1,11900,JPY,GO株式会社,,01JN39WJ5578B3ZDQPXVCCKS5C,2025/3/3 1:39,
01JNCVFQ9CCX03Q07EBHJSCAJC,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNCVFQ7497W70MCEDA3R0358,01JNCVFQ9G09HHEZ22HKKQ3V0J,upload,2024/5/23,910,JPY,北星タクシー株式会社,,01JN39WJ5578B3ZDQPXVCCKS5C,2025/3/3 1:56,
01JNCW4QK57YNJYYC8X7SEQ2H4,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNCW4QGP844SKE5RAHJ4SBTQ,01JNCW4QKCYTS3DTYEBEAWCNJZ,upload,2024/10/24,900,JPY,政和自動車株式会�?,01JN39WJ5578B3ZDQPXVCCKS5C,2025/3/3 2:07,,
01JNCWX5VKC1TX8XHYQDT1C3FA,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNCWX5SKWXS0GJWN71T4J3VS,01JNCWX5VN582ZAEJ6ZHXBNBX9,upload,2024/7/26,1200,JPY,正和自動車株式会�?,01JN39WJ5578B3ZDQPXVCCKS5C,2025/3/3 2:21,,
01JNCY1SRE5APA7NJMXW9D1KBC,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNCY1SNZ46FSC59766K9K1KN,01JNCY1SRH86MS6HPQ9T71TZGP,upload,2024/5/31,1400,JPY,大和自動車交通江�?�?,,01JN39WJ5578B3ZDQPXVCCKS5C,2025/3/3 2:41,
01JNCY55G2Y6X7TFST66XH4MAR,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNCY55D9E9FY0X6CGQBKQSME,01JNCY55G4VJ7ZKGM8Y6JQ50VD,upload,2024/5/18,1310,JPY,(�?クラウンタクシー,,01JN39WJ5578B3ZDQPXVCCKS5C,2025/3/3 2:42,
01JNCY7HSBCBFN5STJK2V45WR5,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNCY7HP8CB2XGE54H49Y2CTH,01JNCY7HSD28J1S32XWJEKCH3T,upload,2024/4/28,1700,JPY,合同会社南西交�?,01JN39WJ5578B3ZDQPXVCCKS5C,2025/3/3 2:44,,
01JNCYC7AWBASERCDJ65E1TXRH,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNCYC78TP9ZYA53HZ3E69JNZ,01JNCYC7AYVG5DE44K059NEMD3,upload,2024/5/19,13060,JPY,西日本旅客鉄道株式会�?,01JN39W8VVSEBGNBZD5TARX8JE,2025/3/3 2:46,,
01JNCYF291DV3NB5BWP2S07CWV,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNCYF26S5G09PPQNNAR9ZJT1,01JNCYF293P6WC7ZKWE3KHWWMZ,upload,2024/8/4,2680,JPY,近畿日本鉄道株式会社,,01JN39W8VVSEBGNBZD5TARX8JE,2025/3/3 2:48,
01JND06K94XV94YJKG74EAXRAE,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND06K6DX71FX9XRPR2MDK10,01JND06K9CNWWVWW6QEFFDZ349,upload,2025/2/24,4843,JPY,SHINJUKU Takashimaya,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 3:18,
01JND0JEZ0C4ZCW8DX7457WR99,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND0JEWEAAG4V8M9Y1WCXCBB,01JND0JEZ37THWA9ARDCABY4AX,upload,2025/1/26,22000,JPY,"COVERCHORD Nakameguro
",,01JN39ZH1TKKNE09GR1D6S1J5K,2025/3/3 3:25,
01JND14B239X81AFG9GAJ6JTK2,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND14AZQ86F8ZHSRXCK0QR6S,01JND14B27XDDNFFNGN6ZJ190E,upload,2025/1/7,5900,JPY,株式会社ルー�?,01JN39TXFENZ3F5Y7FECDYYA8F,2025/3/3 3:34,,
01JND16Y13BADWD51Z7VP6J2R2,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND16XYG23MFM2QFS5061MHH,01JND16Y16JBFCX5KZ72R4EQJ4,upload,2025/1/10,9089,JPY,月島もんじゃ もへ�?三軒茶屋,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 3:36,
01JND1CRPFR2T0KBBP5CMVD6XC,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND1CRMR3VW0MDB2A5S2PBHY,01JND1CRPJEDSVT0D3QSXSRFCB,upload,2024/12/6,572,JPY,うみぱん bakery on the sea,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 3:39,
01JND1QBGXGHAXSEQ9GMY26MH9,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND1QBEC50E6JHGR0ES3TM3J,01JND1QBH1AT1QC0CG6E1SC6MF,upload,2024/12/11,16340,JPY,ジンホア,,01JN3B0KS0PC94QGC1XCYZ90HR,2025/3/3 3:45,
01JND1WP2YS21CYNK2VE0RSWJE,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND1WP0H4B3WHQC0ZCKBEQGA,01JND1WP31MQKE5HABW5QKJTA8,upload,2025/2/13,19620,JPY,大衆食堂 みゆ�?,01JN3B0KS0PC94QGC1XCYZ90HR,2025/3/3 3:48,,
01JND1WQBTY88FQT0YK0AKGFPE,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND1WQ9Q43F4WTYC5J0FFXE0,01JND1WQBWW3QZ3W7HH32M279V,upload,2025/1/12,5052,JPY,中部食祭,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 3:48,
01JND1Z3EC4J65X8HQQ5ZWYCAC,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND1Z3BJF23M92SQ748CSM3A,01JND1Z3EF0CCW0GKSH99MS7D1,upload,2025/2/13,11713,JPY,豚肉洋食倶楽�?イロ�?ほぼ新宿のれん街,,01JN3B0KS0PC94QGC1XCYZ90HR,2025/3/3 3:49,
01JND2C7EGZD53K0NZ355FDMNB,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND2C7CC0BPZQ1ED8RW7K8B3,01JND2C7EJ8YA9NM7G8WGGFRAR,upload,2025/2/14,8350,JPY,株式会社クリアックス,,01JN39TXFENZ3F5Y7FECDYYA8F,2025/3/3 3:56,
01JND2G3HCW57GMVY21F59C7BT,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND2G3FMMW6JMRH00PP76VEN,01JND2G3HFK9ADJ3QB1HGK146E,upload,2025/1/12,5580,JPY,"cafe 1930
",,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 3:58,
01JND2K2D8QG314P0E276EW635,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND2K2B1581KGYRSM078CZY3,01JND2K2DD6BTN2PF6S348P3DX,upload,2025/2/23,580,JPY,株式会社B級グルメ研究所,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 4:00,
01JND5PP8723CSPYMQ39HPJNE2,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND5PP50JHH50SB9K9VM2HMK,01JND5PP8ACEPZ42AKCFYVXPAS,upload,2024/12/6,32850,JPY,南房総やまと寿司,,01JN3B0KS0PC94QGC1XCYZ90HR,2025/3/3 4:54,
01JND6FDJD08A0HA291R0DKXK2,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND6FDGA2APWP6FX4PJ0VH65,01JND6FDJFZCWKED0KPKDW815K,upload,2024/12/6,1296,JPY,株式会社JR東日本クロスステーション,,01JN3B4RRYWP5BAGY59ZZDDRDZ,2025/3/3 5:08,
01JND6WZG00G1TXHQQSB4TT4G4,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND6WZEBCBMXSWAW2N46MSKG,01JND6WZG3SJ4MSCKBQK7J0ZHK,upload,2024/11/21,1541,JPY,メゾンドプティフール 本店,,01JN3B4RRYWP5BAGY59ZZDDRDZ,2025/3/3 5:15,
01JND75YP8MGC1PA1FA13Y5AQP,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND75YM2GA63K1KJHPC9449X,01JND75YPA6NMBRJYJRB2R3NGP,upload,2025/1/23,6200,JPY,株式会社森ビルホスピタリティコーポレーション,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 5:20,
01JND7C0ZWZ87KRGGJM60GCS4Z,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND7C0XWER096WF14GY1BN0V,01JND7C0ZYB1ECJ1JTSZJYD50W,upload,2025/1/23,7600,JPY,Balcony BY 6TH,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 5:23,
01JND7DD7K3B4GBBCZ8PJ4XTA1,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND7DD5PFYHV3XS84Z1QDRD4,01JND7DD7QVX3KJ5XNGS1DVAEJ,upload,2024/11/24,14920,JPY,クラフトマン 五反田店,,01JN3B0KS0PC94QGC1XCYZ90HR,2025/3/3 5:24,
01JND7K1DH7N4YYPJSSX2QA1HV,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND7K1BR7Y1B7DFG8869DRP1,01JND7K1DMM3B2MRAWYJME4X3S,upload,2025/1/19,2328,JPY,(�?ビックカメラ,,01JN39ZH1TKKNE09GR1D6S1J5K,2025/3/3 5:27,
01JND7K4B601V41NMQ6PV3B2YQ,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND7K498B17AT0NYCMB26RS6,01JND7K4B9589VQTCY77N3M8M2,upload,2024/11/23,5440,JPY,フォーミ�?,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 5:27,,
01JND7T3R4EKFHE7H1KQYD5VGE,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND7T3M8G2HS9QTDS03VG36B,01JND7T3R8WN0MSHCA0384X0RZ,upload,2025/1/9,3400,JPY,株式会社グラッシーズ,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 5:31,
01JND7XD1FEJCNTWP83GG2GFPQ,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND7XCZFKDMZ6M4X09Y2KTD5,01JND7XD1JJQP3CS1BK4GRVBXD,upload,2024/4/1,3998,JPY,お酒の専門店リカマ�?,01JN3B4RRYWP5BAGY59ZZDDRDZ,2025/3/3 5:33,,
01JND7Z94J8HCGAD4WF5NE3NRQ,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND7Z92CDC7SAM0BZX1YQDH5,01JND7Z94Q7XSM5QPCX97KC08G,upload,2025/1/13,3680,JPY,コメダ珈琲�?赤坂一ツ木通り�?,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 5:34,,
01JND83ET0J172FH6FQJ278DVD,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND83EQWGWJ16YQBY9EEHVB0,01JND83ET4S12WVQ4NY61ZPXBR,upload,2025/1/22,2210,JPY,大戸�?赤坂見附�?,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 5:36,,
01JND8P3JZSPS4TZ2B2JMRWCXT,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND8P3GADBV05HZ5ZCWMCD5M,01JND8P3K66PGHX1Z0DE6EHXZG,upload,2024/5/15,198,JPY,セブ�?イレブン 日本橋堀留町2丁目�?,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 5:46,,
01JND8QT4BYCWMZ4V8EE8FF4WQ,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND8QT230PB531EC9NG5W8PP,01JND8QT4HQ3H9VGGTV8TE7PDX,upload,2024/11/21,2360,JPY,キッチン こと�?,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 5:47,,
01JND8SS200T9R6WAMXN7TF7G3,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND8SS03J7C00DY8N1FQD46E,01JND8SS22F0J86265AKWTK82T,upload,2024/7/23,8190,JPY,ドミノ・ピザ 銀�?,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 5:48,,
01JND90GNWSGJE9BHK2GPDBK4N,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND90GKHDE7XDXV759A3K500,01JND90GP0NP9H2236FWQ1FMHY,upload,2024/12/28,1340,JPY,鳥安,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 5:52,
